Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state,sensor_LO_state,c_LO_sensor,c_LO_state,c_RE_sensor,ext_efficiency,strip_efficiency,f1_magnitude,f2_magnitude,fault_state
809790,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
809820,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
809850,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
809880,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
809910,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
809940,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
809970,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
810000,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
810030,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810060,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
810090,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810120,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
810150,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810180,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810210,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
810240,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810270,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
810300,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810330,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
810360,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810390,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810420,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.9580983900001,1,1,0,0,0
810450,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
810480,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810510,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810540,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
810570,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
810600,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810630,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
810660,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
810690,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810720,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810750,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810780,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
810810,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
810840,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810870,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
810900,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
810930,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
810960,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
810990,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811020,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811050,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811080,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811110,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811140,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811170,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
811200,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811230,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811260,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811290,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
811320,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
811350,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811380,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811410,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811440,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811470,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
811500,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811530,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811560,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130399999,0,54.95809839,1,1,0,0,0
811590,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
811620,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811650,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811680,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811710,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
811740,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811770,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811800,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811830,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
811860,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811890,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
811920,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
811950,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
811980,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812010,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
812040,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812070,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812100,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130399999,0,54.95809839,1,1,0,0,0
812130,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812160,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812190,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812220,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812250,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
812280,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812310,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900003,1,1,0,0,0
812340,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812370,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
812400,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
812430,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
812460,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
812490,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812520,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812550,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812580,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812610,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.9580983899999,1,1,0,0,0
812640,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
812670,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812700,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812730,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812760,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812790,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
812820,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812850,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
812880,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812910,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
812940,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
812970,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813000,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813030,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130399999,0,54.9580983899999,1,1,0,0,0
813060,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813090,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813120,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813150,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813180,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813210,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813240,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813270,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
813300,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813330,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813360,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813390,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130399999,0,54.9580983899999,1,1,0,0,0
813420,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813450,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813480,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813510,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
813540,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
813570,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813600,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813630,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813660,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813690,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813720,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
813750,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
813780,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
813810,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813840,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
813870,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813900,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
813930,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
813960,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
813990,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
814020,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
814050,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
814080,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
814110,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.9580983900001,1,1,0,0,0
814140,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
814170,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
814200,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.95809839,1,1,0,0,0
814230,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
814260,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.9580983900001,1,1,0,0,0
814290,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
814320,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
814350,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
814380,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
814410,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
814440,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
