Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state,sensor_LO_state,c_LO_sensor,f6_state,c_RE_sensor,ext_efficiency,strip_efficiency,f1_magnitude,f2_magnitude,fault_state
612300,18.08,54.74,295.98,252.23,235.41,211.05,7.46,35.51,0.06,0.03,0.83,1,0.42,0.54,0.54,1,0,1,0,18.0775294946929,0,54.7422922841192,1,1,0,0,4
612330,18.12,54.76,286.93,237.91,234.36,208.76,7.47,35.58,0.03,0.02,0.9,1,0.42,0.54,0.54,1,0,1,0,18.1159898069232,0,54.7557403932352,1,1,0,0,4
612360,18.13,54.64,290.08,240.6,239.61,206.88,7.48,35.55,0.01,0,0.84,1,0.42,0.54,0.54,1,0,1,0,18.1325076600303,0,54.6377931897331,1,1,0,0,4
612390,18.12,54.71,295.99,232.56,234.33,202.68,7.48,35.54,0.03,0.03,0.93,1,0.42,0.54,0.54,1,0,1,0,18.1202658854572,0,54.7063953409638,1,1,0,0,4
612420,18.13,54.65,291.1,237.82,230.65,215.05,7.44,35.56,0.05,0,0.89,1,0.42,0.54,0.54,1,0,1,0,18.1349599335391,0,54.6463163503065,1,1,0,0,4
612450,18.08,54.79,302.88,241.08,233.52,218.36,7.5,35.52,0,0.01,0.88,1,0.42,0.54,0.54,1,0,1,0,18.0754581334703,0,54.7938670758712,1,1,0,0,4
612480,18.07,54.75,294.84,244.38,233.1,206.86,7.45,35.53,0.03,0.04,0.89,1,0.42,0.54,0.54,1,0,1,0,18.0705244352461,0,54.7452569598615,1,1,0,0,4
612510,18.05,54.72,296.84,244.33,231.25,208.88,7.44,35.55,0.03,0,0.92,1,0.42,0.54,0.54,1,0,1,0,18.048689830913,0,54.7234101174488,1,1,0,0,4
612540,18.08,54.73,287.4,241.55,228.09,206.36,7.45,35.54,0,0.04,0.83,1,0.42,0.54,0.54,1,0,1,0,18.0828987976229,0,54.7341608038515,1,1,0,0,4
612570,18.11,54.67,284.95,237.28,219.7,207.26,7.49,35.54,0,0.02,0.89,1,0.42,0.54,0.54,1,0,1,0,18.106688566205,0,54.6708631357153,1,1,0,0,4
612600,18.07,54.76,288.78,241.13,232.31,208.56,7.4,35.5,0,0.02,0.84,1,0.42,0.54,0.54,1,0,1,0,18.071012014768,0,54.7649252857734,1,1,0,0,4
612630,18.07,54.72,289.57,240.61,236.64,212.38,7.41,35.61,0,0,0.87,1,0.42,0.54,0.54,1,0,1,0,18.0678129618471,0,54.7227130934245,1,1,0,0,4
612660,18.02,54.68,292.34,230.95,230.98,209.31,7.42,35.54,0.01,0.04,0.85,1,0.42,0.54,0.54,1,0,1,0,18.0211580114484,0,54.6832831834617,1,1,0,0,4
612690,18.05,54.72,284.21,234.4,232.05,211.06,7.47,35.52,0.05,0,0.86,0.99,0.42,0.54,0.54,1,0,1,0,18.0548572088713,0,54.7222048745795,1,1,0,0,4
612720,18.12,54.7,285.14,246.36,232.88,209.02,7.39,35.55,0.01,0,0.87,1,0.42,0.54,0.54,1,0,1,0,18.1246041586926,0,54.6963480498221,1,1,0,0,4
612750,18.04,54.66,297.07,242.85,227.61,218.15,7.47,35.55,0.03,0.01,0.81,1,0.42,0.54,0.54,1,0,1,0,18.0444028404208,0,54.6564613970569,1,1,0,0,4
612780,18.1,54.72,291.71,232.3,234.07,214.46,7.43,35.56,0.05,0,0.9,1,0.42,0.54,0.54,1,0,1,0,18.0978298749317,0,54.7226582081641,1,1,0,0,4
612810,18.04,54.74,296.08,243.34,233.4,208.73,7.39,35.54,0,0.02,0.89,1,0.42,0.54,0.54,1,0,1,0,18.0394049262557,0,54.7387738675673,1,1,0,0,4
612840,18.04,54.67,293.75,241.89,228.2,209.34,7.51,35.54,0.02,0,0.88,1,0.42,0.54,0.54,1,0,1,0,18.0355554573758,0,54.6710963400139,1,1,0,0,4
612870,18.09,54.74,293.72,233.68,229.7,207.87,7.47,35.55,0,0,0.89,1,0.42,0.54,0.54,1,0,1,0,18.0889441143647,0,54.7398158536624,1,1,0,0,4
612900,18.1,54.75,289.56,235.37,235.97,207.34,7.45,35.57,0,0,0.9,1,0.42,0.54,0.54,1,0,1,0,18.0955975212864,0,54.7475917827863,1,1,0,0,4
612930,18.02,54.73,292.69,239.38,238.47,204.9,7.48,35.52,0,0,0.86,1,0.42,0.54,0.54,1,0,1,0,18.0198993901036,0,54.731262902302,1,1,0,0,4
612960,18.09,54.68,292.51,235.51,237.91,205.22,7.43,35.5,0,0.01,0.91,1,0.42,0.54,0.54,1,0,1,0,18.0943574602986,0,54.6773944739695,1,1,0,0,4
612990,18.02,54.7,288.49,238.07,231.43,210.32,7.49,35.6,0.1,0.05,0.86,1,0.42,0.54,0.54,1,0,1,0,18.0222029132584,0,54.7010857394628,1,1,0,0,4
613020,18.06,54.68,296.07,240.81,232.02,214.08,7.46,35.54,0.02,0.03,0.88,1,0.42,0.54,0.54,1,0,1,0,18.0599107034799,0,54.6803035299765,1,1,0,0,4
613050,18.01,54.76,283.11,243.46,236.79,210.01,7.47,35.51,0.01,0.03,0.9,1,0.42,0.54,0.54,1,0,1,0,18.011433564122,0,54.7575785261937,1,1,0,0,4
613080,18,54.73,291.43,239.84,238.44,212.85,7.42,35.6,0.07,0.04,0.93,1,0.42,0.54,0.54,1,0,1,0,17.9979397960778,0,54.726087358279,1,1,0,0,4
613110,18.06,54.63,295.7,240.93,233.43,208.96,7.47,35.54,0.04,0,0.87,1,0.42,0.54,0.54,1,0,1,0,18.0579519101405,0,54.6317188210059,1,1,0,0,4
613140,18,54.75,295.6,238.89,227.65,205.85,7.42,35.53,0.04,0.04,0.91,1,0.42,0.54,0.54,1,0,1,0,17.9980107685182,0,54.7476947043487,1,1,0,0,4
613170,18.04,54.66,297.32,235.89,236.83,210.04,7.46,35.52,0.02,0,0.9,1,0.42,0.53,0.53,1,0,1,0,18.0383110153254,0,54.6602137138421,1,1,0,0,4
613200,17.99,54.69,290.84,236.95,236.61,206.82,7.47,35.55,0.03,0.03,0.9,1,0.42,0.54,0.54,1,0,1,0,17.9897887586743,0,54.6924305821868,1,1,0,0,4
613230,17.98,54.65,287.74,243.32,238.09,208.36,7.43,35.52,0.06,0,0.88,1,0.42,0.53,0.53,1,0,1,0,17.9788909050625,0,54.6491156425836,1,1,0,0,4
613260,18.01,54.68,285.28,242.94,235.45,204.66,7.47,35.54,0,0.03,0.95,1,0.42,0.54,0.54,1,0,1,0,18.0129656289431,0,54.6793147543759,1,1,0,0,4
613290,18.01,54.76,287.65,231.14,236.33,205.78,7.45,35.55,0,0.04,0.88,0.99,0.42,0.54,0.54,1,0,1,0,18.0066896682678,0,54.7554370491914,1,1,0,0,4
613320,17.99,54.76,296.53,235.88,234.74,205.54,7.46,35.53,0,0,0.9,1,0.42,0.54,0.54,1,0,1,0,17.9945605718228,0,54.7616292053877,1,1,0,0,4
613350,17.99,54.67,291.01,241.23,223.05,210.09,7.46,35.48,0,0.06,0.85,1,0.42,0.53,0.53,1,0,1,0,17.994158200849,0,54.6698383917995,1,1,0,0,4
613380,17.98,54.72,284.76,233.95,228.22,208.56,7.45,35.54,0.06,0.04,0.9,0.99,0.42,0.54,0.54,1,0,1,0,17.9846045905523,0,54.7174121948534,1,1,0,0,4
613410,18.01,54.69,295.85,244.75,233.29,206.97,7.44,35.57,0,0.04,0.9,1,0.42,0.54,0.54,1,0,1,0,18.0121449392193,0,54.6905973449267,1,1,0,0,4
613440,17.92,54.64,297.79,239.44,232.54,209.73,7.41,35.63,0,0,0.87,1,0.42,0.54,0.54,1,0,1,0,17.9247221050857,0,54.6394144257683,1,1,0,0,4
613470,17.99,54.71,281.7,239.39,237.2,214.73,7.44,35.61,0,0.02,0.88,0.99,0.42,0.54,0.54,1,0,1,0,17.9858595588363,0,54.7095898563257,1,1,0,0,4
613500,17.95,54.67,298.8,239.44,242.31,203.74,7.46,35.56,0.02,0.04,0.85,1,0.42,0.54,0.54,1,0,1,0,17.9527818222217,0,54.6654199343544,1,1,0,0,4
613530,17.92,54.69,288.2,239.47,236.17,208.5,7.42,35.56,0.02,0.03,0.92,1,0.42,0.53,0.53,1,0,1,0,17.9202801564707,0,54.6941167740583,1,1,0,0,4
613560,17.95,54.67,287.97,241.45,239.63,207.91,7.43,35.52,0.03,0,0.84,1,0.42,0.53,0.53,1,0,1,0,17.9467999104287,0,54.6678477588539,1,1,0,0,4
613590,17.94,54.65,290.53,238.74,234.9,199.43,7.45,35.5,0,0.01,0.89,1,0.42,0.53,0.53,1,0,1,0,17.9355309640517,0,54.6544371993871,1,1,0,0,4
613620,17.9,54.65,291.28,235.15,229.56,208.48,7.46,35.56,0.07,0,0.87,1,0.42,0.53,0.53,1,0,1,0,17.8969831043269,0,54.6528209887171,1,1,0,0,4
613650,17.98,54.69,291.26,241.45,231.04,205.5,7.49,35.56,0,0.02,0.85,1,0.42,0.53,0.53,1,0,1,0,17.9839793820484,0,54.6916424508595,1,1,0,0,4
613680,17.93,54.69,284.16,235.47,220.69,207.89,7.46,35.52,0,0,0.92,0.99,0.42,0.53,0.53,1,0,1,0,17.9322608513699,0,54.6947532938665,1,1,0,0,4
613710,17.88,54.7,291.79,232.36,233.08,201.69,7.43,35.5,0,0,0.94,1,0.42,0.53,0.53,1,0,1,0,17.880663203516,0,54.7029064611855,1,1,0,0,4
613740,17.93,54.71,291.92,233.6,232.85,205.69,7.53,35.55,0.04,0.03,0.85,1,0.42,0.53,0.53,1,0,1,0,17.9302630585756,0,54.7052371902574,1,1,0,0,4
613770,17.94,54.72,287.65,238.03,231.31,208.41,7.47,35.5,0.03,0,0.86,1,0.42,0.53,0.53,1,0,1,0,17.9427935351315,0,54.7167467074179,1,1,0,0,4
613800,17.93,54.62,295.3,234.1,228.6,207.35,7.5,35.49,0,0.03,0.91,1,0.42,0.53,0.53,1,0,1,0,17.9332054228501,0,54.6230760506632,1,1,0,0,4
613830,17.91,54.68,282.1,246.61,233.57,209.14,7.5,35.59,0,0.07,0.84,1,0.42,0.53,0.53,1,0,1,0,17.9088245201307,0,54.6795900248064,1,1,0,0,4
613860,17.95,54.65,292.36,239.46,230.38,210.36,7.37,35.57,0.05,0.03,0.87,1,0.42,0.53,0.53,1,0,1,0,17.9528886063683,0,54.653351291355,1,1,0,0,4
613890,17.91,54.73,282.45,230.42,239.75,207.44,7.44,35.59,0.06,0,0.88,0.99,0.42,0.53,0.53,1,0,1,0,17.9146513066772,0,54.7315008516413,1,1,0,0,4
613920,17.92,54.68,284.72,237.95,232.99,208.69,7.44,35.57,0.03,0.06,0.88,0.99,0.42,0.53,0.53,1,0,1,0,17.9234295742709,0,54.6784613950111,1,1,0,0,4
613950,17.88,54.7,286.86,233.57,236.33,208.28,7.42,35.56,0.01,0.01,0.93,0.99,0.42,0.53,0.53,1,0,1,0,17.8811758045589,0,54.6985079027395,1,1,0,0,4
613980,17.91,54.67,291.31,237.62,234.66,212.24,7.5,35.61,0,0.02,0.89,1,0.42,0.53,0.53,1,0,1,0,17.9073565566102,0,54.6726866924741,1,1,0,0,4
614010,17.92,54.65,290.47,230.98,229.7,208.01,7.4,35.54,0.09,0,0.89,0.99,0.42,0.53,0.53,1,0,1,0,17.9211229885307,0,54.6545818945664,1,1,0,0,4
614040,17.92,54.71,286.65,233.56,231.45,213.19,7.49,35.49,0.09,0.06,0.93,1,0.42,0.53,0.53,1,0,1,0,17.9194397504208,0,54.7074122066918,1,1,0,0,4
614070,17.86,54.69,294.2,236.48,237.29,205.45,7.44,35.61,0.03,0.02,0.87,1,0.42,0.53,0.53,1,0,1,0,17.8561901816728,0,54.6930647581382,1,1,0,0,4
614100,17.89,54.57,292.56,241.66,236.5,209.91,7.44,35.52,0,0,0.87,1,0.42,0.53,0.53,1,0,1,0,17.8924776000105,0,54.5744445728959,1,1,0,0,4
614130,17.91,54.71,287.91,237.89,233.24,210.5,7.47,35.55,0,0.04,0.9,1,0.42,0.53,0.53,1,0,1,0,17.914662253089,0,54.7104094161432,1,1,0,0,4
614160,17.9,54.69,278.17,251.23,237.65,208.76,7.42,35.53,0.04,0,0.87,1,0.42,0.53,0.53,1,0,1,0,17.8972636181335,0,54.68998584246,1,1,0,0,4
614190,17.84,54.64,281.74,236.23,231.3,204.24,7.49,35.58,0,0.01,0.88,1,0.42,0.53,0.53,1,0,1,0,17.8391935517701,0,54.6368841709046,1,1,0,0,4
614220,17.89,54.68,279.07,231.13,245.75,202.66,7.45,35.54,0.04,0.04,0.91,0.98,0.42,0.53,0.53,1,0,1,0,17.8910537881878,0,54.6836641149778,1,1,0,0,4
614250,17.93,54.7,281.61,241.64,232.83,210.68,7.48,35.54,0.02,0,0.88,1,0.42,0.53,0.53,1,0,1,0,17.9308730870233,0,54.6976421655741,1,1,0,0,4
614280,17.85,54.63,282.99,241.07,228.2,208.23,7.47,35.53,0.06,0.05,0.9,1,0.42,0.53,0.53,1,0,1,0,17.848190695407,0,54.634445887092,1,1,0,0,4
614310,17.86,54.69,286.5,231.9,240.18,205.83,7.47,35.5,0.05,0.04,0.91,1,0.42,0.53,0.53,1,0,1,0,17.8565089731158,0,54.6949480075911,1,1,0,0,4
614340,17.89,54.74,297.22,238.99,233.17,206.28,7.49,35.58,0.04,0.02,0.87,1,0.42,0.53,0.53,1,0,1,0,17.8928808543143,0,54.7431043096527,1,1,0,0,4
614370,17.84,54.72,287.92,239.21,225.36,213.29,7.48,35.55,0.05,0.02,0.85,1,0.42,0.53,0.53,1,0,1,0,17.8406438322709,0,54.7228618097248,1,1,0,0,4
614400,17.8,54.64,287.12,226.47,229.38,206.59,7.44,35.56,0.01,0,0.87,0.99,0.42,0.53,0.53,1,0,1,0,17.804914346824,0,54.6412151255054,1,1,0,0,4
614430,17.85,54.67,287.03,229.97,232.82,200.35,7.43,35.61,0.05,0.11,0.86,0.99,0.42,0.53,0.53,1,0,1,0,17.8526820719101,0,54.6697980048862,1,1,0,0,4
614460,17.83,54.68,287.62,244.06,235.22,205.08,7.42,35.57,0,0,0.91,1,0.42,0.53,0.53,1,0,1,0,17.8306052057643,0,54.6781811542456,1,1,0,0,4
614490,17.79,54.68,295.56,232.67,233.88,205.76,7.47,35.54,0.03,0.02,0.89,1,0.42,0.53,0.53,1,0,1,0,17.7903036061072,0,54.6831023715381,1,1,0,0,4
614520,17.85,54.69,292.06,243.97,233.95,209.33,7.41,35.6,0,0.01,0.9,1,0.42,0.53,0.53,1,0,1,0,17.8468748393333,0,54.6902951244286,1,1,0,0,4
614550,17.87,54.67,286.58,229.04,235.78,207.69,7.44,35.56,0,0.01,0.86,0.99,0.42,0.53,0.53,1,0,1,0,17.8657125591234,0,54.665080110689,1,1,0,0,4
614580,17.83,54.67,292.64,230.42,235.6,207.96,7.45,35.56,0,0,0.87,1,0.42,0.53,0.53,1,0,1,0,17.8339715373113,0,54.6710394963523,1,1,0,0,4
614610,17.84,54.68,288.86,233.86,240.72,204.15,7.46,35.51,0,0.02,0.95,1,0.42,0.53,0.53,1,0,1,0,17.8393806090478,0,54.6786845856909,1,1,0,0,4
614640,17.81,54.76,283.96,233.71,227.6,206.22,7.4,35.51,0,0,0.9,0.99,0.42,0.53,0.53,1,0,1,0,17.8068580919517,0,54.7633673175294,1,1,0,0,4
614670,17.83,54.61,289.1,228.42,243.55,204.22,7.5,35.56,0.02,0.04,0.88,1,0.42,0.53,0.53,1,0,1,0,17.828701314627,0,54.6054808682301,1,1,0,0,4
614700,17.82,54.7,293.12,239.46,235.01,214.24,7.47,35.62,0.03,0.02,0.93,1,0.42,0.53,0.53,1,0,1,0,17.8182274020336,0,54.6995850191756,1,1,0,0,4
614730,17.8,54.65,287,243.47,234.61,201.81,7.45,35.56,0.04,0.01,0.86,1,0.42,0.53,0.53,1,0,1,0,17.7991977611399,0,54.653111366033,1,1,0,0,4
614760,17.79,54.7,286.22,248.47,231.98,209.03,7.49,35.5,0.07,0.05,0.9,1,0.42,0.53,0.53,1,0,1,0,17.7926137585249,0,54.7023292191342,1,1,0,0,4
614790,17.81,54.63,299.86,236.2,232.27,212.91,7.38,35.54,0,0.05,0.87,1,0.42,0.53,0.53,1,0,1,0,17.8097803386614,0,54.6327289512924,1,1,0,0,4
614820,17.78,54.71,284.94,239.68,231.29,207.43,7.43,35.57,0,0,0.86,1,0.42,0.53,0.53,1,0,1,0,17.7825649481554,0,54.7124676826089,1,1,0,0,4
614850,17.81,54.68,293.73,240.93,228.65,208.3,7.42,35.58,0,0.01,0.88,1,0.42,0.53,0.53,1,0,1,0,17.8067871800213,0,54.6789435831993,1,1,0,0,4
614880,17.8,54.67,287.58,238.32,239.51,203.69,7.45,35.48,0,0,0.93,1,0.42,0.53,0.53,1,0,1,0,17.7955661930867,0,54.6706052672665,1,1,0,0,4
614910,17.81,54.67,283.06,238.77,236,204.09,7.5,35.51,0,0,0.9,1,0.42,0.53,0.53,1,0,1,0,17.8100303453624,0,54.6695073234511,1,1,0,0,4
614940,17.81,54.71,286.9,247.58,226.51,209.28,7.41,35.56,0,0.04,0.92,1,0.42,0.53,0.53,1,0,1,0,17.8123159474081,0,54.7106483653518,1,1,0,0,4
614970,17.81,54.66,293.82,230.78,233.52,207.04,7.37,35.59,0.04,0.03,0.84,0.99,0.42,0.53,0.53,1,0,1,0,17.8132652338852,0,54.6615200485207,1,1,0,0,4
615000,17.77,54.61,276.03,238.35,236.31,196.76,7.43,35.53,0.02,0.03,0.9,0.99,0.42,0.53,0.53,1,0,1,0,17.7702440159707,0,54.6084422868869,1,1,0,0,4
615030,17.81,54.68,284.01,236.64,232.88,207.72,7.44,35.59,0,0.01,0.86,0.99,0.42,0.53,0.53,1,0,1,0,17.814804927029,0,54.6805816022167,1,1,0,0,4
615060,17.75,54.67,286.83,235.31,231.48,205.19,7.43,35.6,0.05,0.02,0.92,1,0.42,0.53,0.53,1,0,1,0,17.7528444059672,0,54.6689433418395,1,1,0,0,4
615090,17.77,54.6,283.22,233.97,233.19,203.4,7.4,35.56,0,0.04,0.84,0.99,0.42,0.53,0.53,1,0,1,0,17.7685766732726,0,54.6025233575688,1,1,0,0,4
615120,17.74,54.64,284.02,238.82,234.15,204.53,7.44,35.54,0,0.05,0.84,1,0.42,0.53,0.53,1,0,1,0,17.738952594421,0,54.6360448597887,1,1,0,0,4
615150,17.81,54.71,285.05,235.06,234.2,205.12,7.49,35.63,0,0,0.95,1,0.42,0.53,0.53,1,0,1,0,17.8129379703367,0,54.7079609618291,1,1,0,0,4
615180,17.77,54.7,285.19,243.51,238.29,207.44,7.41,35.58,0.02,0.03,0.82,1,0.42,0.53,0.53,1,0,1,0,17.7735568045249,0,54.6957924792732,1,1,0,0,4
615210,17.77,54.7,284.83,228.69,225.37,212.13,7.43,35.55,0,0.01,0.9,0.99,0.42,0.53,0.53,1,0,1,0,17.7692719469993,0,54.6962960745696,1,1,0,0,4
615240,17.75,54.71,287.17,244.71,240,205.38,7.4,35.52,0,0.1,0.85,1,0.42,0.53,0.53,1,0,1,0,17.7521622200698,0,54.7141774623092,1,1,0,0,4
615270,17.74,54.74,282.03,240.48,239.63,207.59,7.45,35.55,0,0.01,0.88,1,0.42,0.53,0.53,1,0,1,0,17.7403148763098,0,54.7426318515322,1,1,0,0,4
615300,17.81,54.65,294.56,237.12,235.08,205.46,7.47,35.53,0.01,0,0.87,1,0.42,0.53,0.53,1,0,1,0,17.8077619605994,0,54.6542537942369,1,1,0,0,4
615330,17.74,54.59,286.33,238,227.61,208.54,7.49,35.58,0,0.01,0.89,1,0.42,0.53,0.53,1,0,1,0,17.7437780040958,0,54.5894537676733,1,1,0,0,4
615360,17.76,54.66,293.01,237.87,228.7,205.53,7.45,35.55,0.03,0,0.81,1,0.42,0.53,0.53,1,0,1,0,17.7559976078988,0,54.6572533487578,1,1,0,0,4
615390,17.7,54.64,275.98,236.23,234.57,209.79,7.45,35.61,0,0.03,0.84,0.99,0.42,0.53,0.53,1,0,1,0,17.7033763369942,0,54.6409690436518,1,1,0,0,4
615420,17.7,54.75,291.06,237.02,237.57,207.98,7.42,35.57,0.04,0.03,0.88,1,0.42,0.53,0.53,1,0,1,0,17.7015449922355,0,54.7538816790103,1,1,0,0,4
615450,17.71,54.66,283.82,234.84,247.54,207.65,7.5,35.57,0.01,0.03,0.86,1,0.42,0.53,0.53,1,0,1,0,17.7083261750747,0,54.6560760630464,1,1,0,0,4
615480,17.72,54.67,279.38,238.6,235.05,201.11,7.43,35.55,0,0,0.92,0.99,0.42,0.53,0.53,1,0,1,0,17.7179519522896,0,54.6736713637685,1,1,0,0,4
615510,17.74,54.69,294.56,234.29,226.14,211.01,7.44,35.54,0.02,0.03,0.87,1,0.42,0.53,0.53,1,0,1,0,17.7359582333023,0,54.6857050801027,1,1,0,0,4
615540,17.73,54.7,286.7,233.77,234.43,212.8,7.44,35.56,0.01,0.04,0.89,1,0.42,0.53,0.53,1,0,1,0,17.7279141588047,0,54.6950800702707,1,1,0,0,4
615570,17.76,54.67,284.04,220.71,225.05,208.38,7.48,35.57,0.02,0,0.92,0.99,0.42,0.53,0.53,1,0,1,0,17.7590678851588,0,54.6660663774747,1,1,0,0,4
615600,17.71,54.6,301.19,244.18,234.5,207.25,7.41,35.58,0,0.01,0.9,1,0.42,0.53,0.53,1,0,1,0,17.7070262997518,0,54.5997669207167,1,1,0,0,4
615630,17.75,54.7,286.66,224.19,244.56,203.98,7.48,35.56,0,0.04,0.85,0.99,0.42,0.53,0.53,1,0,1,0,17.7497105250407,0,54.6971316807885,1,1,0,0,4
615660,17.66,54.65,289.09,236.88,230.7,210.65,7.45,35.52,0.04,0,0.88,1,0.42,0.53,0.53,1,0,1,0,17.6574906660519,0,54.6543428316996,1,1,0,0,4
615690,17.67,54.65,282.45,225.95,225,208.61,7.49,35.64,0,0.04,0.87,0.99,0.42,0.53,0.53,1,0,1,0,17.6748454856526,0,54.6544707035988,1,1,0,0,4
615720,17.63,54.59,283.51,237.46,234.11,210.56,7.42,35.62,0.02,0,0.87,0.99,0.42,0.53,0.53,1,0,1,0,17.631841203686,0,54.5943880955593,1,1,0,0,4
615750,17.69,54.7,291.42,235.11,224.46,204.93,7.47,35.53,0.02,0.04,0.86,1,0.42,0.53,0.53,1,0,1,0,17.6907095478691,0,54.6980755605459,1,1,0,0,4
615780,17.73,54.73,282.72,235.48,231.39,208.39,7.42,35.58,0.01,0,0.87,0.99,0.42,0.53,0.53,1,0,1,0,17.7334386246181,0,54.7284846897231,1,1,0,0,4
615810,17.7,54.66,279.59,235.09,231.12,205.95,7.43,35.59,0.02,0.05,0.92,0.99,0.42,0.53,0.53,1,0,1,0,17.6975910134606,0,54.6576986613903,1,1,0,0,4
615840,17.72,54.66,282.84,235.24,228.61,208.52,7.45,35.62,0.01,0,0.85,0.99,0.42,0.53,0.53,1,0,1,0,17.7168178319212,0,54.655717490558,1,1,0,0,4
615870,17.75,54.69,290.63,240.14,229.99,207.45,7.46,35.65,0.08,0.01,0.84,1,0.42,0.53,0.53,1,0,1,0,17.7524632904088,0,54.6860975158092,1,1,0,0,4
615900,17.74,54.66,291.17,229.19,235.16,204.17,7.45,35.58,0.02,0.05,0.84,1,0.42,0.53,0.53,1,0,1,0,17.7352602132304,0,54.6620664161457,1,1,0,0,4
615930,17.7,54.71,277.42,235.12,236.14,210.34,7.4,35.65,0.01,0.03,0.88,0.98,0.42,0.53,0.53,1,0,1,0,17.6954930431081,0,54.7127515257382,1,1,0,0,4
615960,17.62,54.73,281.16,235.54,233.36,199.05,7.38,35.59,0.03,0.01,0.86,0.99,0.42,0.53,0.53,1,0,1,0,17.6159663651625,0,54.7315991615629,1,1,0,0,4
615990,17.67,54.66,288.08,232.33,226.41,202.04,7.46,35.63,0,0.03,0.87,1,0.42,0.53,0.53,1,0,1,0,17.669637648091,0,54.6562077512224,1,1,0,0,4
616020,17.68,54.63,278.45,239.02,229.48,204.19,7.42,35.57,0,0.05,0.87,0.99,0.42,0.53,0.53,1,0,1,0,17.6795028976739,0,54.634127768262,1,1,0,0,4
616050,17.67,54.71,283.81,237.33,241.02,201.19,7.45,35.6,0.01,0,0.91,1,0.42,0.53,0.53,1,0,1,0,17.6699456912838,0,54.7141566667445,1,1,0,0,4
616080,17.68,54.64,287.25,236.31,235.64,201.64,7.43,35.59,0.02,0,0.9,1,0.42,0.53,0.53,1,0,1,0,17.6796944420363,0,54.6386864094943,1,1,0,0,4
616110,17.62,54.65,284.57,235.01,238.71,204.62,7.37,35.64,0,0.03,0.98,0.99,0.42,0.53,0.53,1,0,1,0,17.6238971354513,0,54.6538429165766,1,1,0,0,4
616140,17.63,54.67,285.53,233.28,236.88,201.85,7.47,35.59,0,0.01,0.88,1,0.42,0.53,0.53,1,0,1,0,17.6319756928065,0,54.6726733631064,1,1,0,0,4
616170,17.59,54.67,289.38,236.12,232.02,203.69,7.46,35.6,0,0,0.92,1,0.42,0.53,0.53,1,0,1,0,17.5948135392146,0,54.6698394788569,1,1,0,0,4
616200,17.63,54.7,285.43,233.91,231.52,206.92,7.43,35.62,0.07,0,0.9,0.99,0.42,0.53,0.53,1,0,1,0,17.6309810303582,0,54.703360604922,1,1,0,0,4
616230,17.69,54.69,279.91,233.34,236.57,205.45,7.43,35.59,0,0.04,0.91,0.99,0.42,0.53,0.53,1,0,1,0,17.6867543207001,0,54.6875173111003,1,1,0,0,4
616260,17.67,54.73,286.5,233.65,238.99,206.46,7.46,35.55,0,0.05,0.86,1,0.42,0.53,0.53,1,0,1,0,17.6652358265191,0,54.7277183649858,1,1,0,0,4
616290,17.63,54.65,279.15,233.15,236.49,202.12,7.49,35.6,0.06,0.03,0.88,0.99,0.42,0.53,0.53,1,0,1,0,17.6300753102565,0,54.6464519714912,1,1,0,0,4
616320,17.64,54.66,293.13,227.11,229.9,207.96,7.46,35.57,0.04,0.02,0.86,1,0.42,0.53,0.53,1,0,1,0,17.6443650840091,0,54.6619160187733,1,1,0,0,4
616350,17.62,54.68,285.26,233.76,236.91,204.03,7.39,35.6,0.01,0,0.9,0.99,0.42,0.53,0.53,1,0,1,0,17.619951538845,0,54.6813950859627,1,1,0,0,4
616380,17.64,54.61,290.85,236.71,236.85,208.11,7.4,35.63,0.02,0.03,0.9,1,0.42,0.53,0.53,1,0,1,0,17.6407842105283,0,54.6089027615687,1,1,0,0,4
616410,17.63,54.71,283.77,236.68,240.96,199,7.42,35.61,0,0.01,0.8,0.99,0.42,0.53,0.53,1,0,1,0,17.6285371002123,0,54.7060135493944,1,1,0,0,4
616440,17.63,54.72,287.4,243.92,241.22,210.78,7.49,35.64,0.03,0,0.9,1,0.42,0.53,0.53,1,0,1,0,17.6320155394218,0,54.7219944126228,1,1,0,0,4
616470,17.6,54.71,281.87,233.01,232.17,203.06,7.42,35.62,0.03,0.01,0.88,0.99,0.42,0.53,0.53,1,0,1,0,17.6044432763982,0,54.7054213670915,1,1,0,0,4
616500,17.61,54.59,298.22,228.73,240.25,208.13,7.48,35.6,0,0.02,0.85,1,0.42,0.52,0.52,1,0,1,0,17.6131724797735,0,54.5853385096801,1,1,0,0,4
616530,17.63,54.69,270.05,222.25,233.46,202.48,7.48,35.63,0.02,0.03,0.83,0.97,0.42,0.53,0.53,1,0,1,0,17.6268102648737,0,54.6908812795205,1,1,0,0,4
616560,17.58,54.64,284.35,225.47,236.83,201.32,7.45,35.62,0,0,0.92,0.99,0.42,0.53,0.53,1,0,1,0,17.5843121776878,0,54.6418389692081,1,1,0,0,4
